427,Want to Play,0.0005149642554222707
225668,Want to Play,1.6522917286276066e-05
1202,Want to Play,8.812222552680568e-05
392,Want to Play,3.579965412026481e-05
5692,Want to Play,1.101527819085071e-05
269334,Want to Play,2.7538195477126775e-06
1533,Want to Play,5.507639095425355e-05
418,Want to Play,0.00031393542843924523
59549,Want to Play,2.7538195477126775e-06
258714,Want to Play,2.7538195477126775e-06
4703,Want to Play,1.101527819085071e-05
1319,Want to Play,0.00010739896236079442
1211,Want to Play,1.6522917286276066e-05
1033,Want to Play,0.0003249507066300959
1388,Want to Play,1.6522917286276066e-05
1416,Want to Play,5.507639095425355e-06
1174,Want to Play,5.507639095425355e-05
6773,Want to Play,1.3769097738563387e-05
1630,Want to Play,1.101527819085071e-05
2252,Want to Play,2.203055638170142e-05
2765,Want to Play,3.304583457255213e-05
8535,Want to Play,2.7538195477126775e-06
3796,Want to Play,3.304583457255213e-05
5819,Want to Play,8.261458643138033e-06
8520,Want to Play,1.101527819085071e-05
7427,Want to Play,5.507639095425355e-06
2327,Want to Play,3.579965412026481e-05
2929,Want to Play,1.3769097738563387e-05
1784,Want to Play,1.6522917286276066e-05
3842,Want to Play,2.7538195477126775e-06
3069,Want to Play,1.101527819085071e-05
5026,Want to Play,8.261458643138033e-06
5651,Want to Play,8.261458643138033e-06
6081,Want to Play,2.47843759294141e-05
2577,Want to Play,1.3769097738563387e-05
3123,Want to Play,5.507639095425355e-06
4618,Want to Play,2.7538195477126775e-06
5550,Want to Play,0.00012942951874249584
3660,Want to Play,2.7538195477126775e-06
3121,Want to Play,3.0292015024839453e-05
3829,Want to Play,2.7538195477126775e-06
4372,Want to Play,1.3769097738563387e-05
176722,Want to Play,5.507639095425355e-06
3295,Want to Play,5.507639095425355e-06
3978,Want to Play,8.261458643138033e-06
182014,Want to Play,5.507639095425355e-06
15434,Want to Play,1.6522917286276066e-05
4105,Want to Play,3.855347366797748e-05
3816,Want to Play,2.7538195477126774e-05
9566,Want to Play,1.927673683398874e-05
9651,Want to Play,8.261458643138033e-06
4107,Want to Play,8.261458643138033e-06
36738,Want to Play,2.7538195477126775e-06
178178,Want to Play,8.261458643138033e-06
4176,Want to Play,2.203055638170142e-05
4475,Want to Play,1.101527819085071e-05
4432,Want to Play,2.7538195477126775e-06
178311,Want to Play,5.507639095425355e-06
230682,Want to Play,2.7538195477126775e-06
15020,Want to Play,4.406111276340284e-05
231017,Want to Play,2.7538195477126774e-05
166322,Want to Play,8.261458643138033e-06
11793,Want to Play,4.95687518588282e-05
41782,Want to Play,5.507639095425355e-06
5184,Want to Play,5.507639095425355e-06
12191,Want to Play,2.7538195477126775e-06
6033,Want to Play,1.3769097738563387e-05
38112,Want to Play,5.507639095425355e-06
1189,Want to Play,4.406111276340284e-05
37764,Want to Play,2.7538195477126775e-06
1581,Want to Play,5.507639095425355e-06
38182,Want to Play,1.101527819085071e-05
5860,Want to Play,1.927673683398874e-05
6540,Want to Play,2.7538195477126775e-06
25880,Want to Play,2.203055638170142e-05
38664,Want to Play,5.507639095425355e-06
39194,Want to Play,5.507639095425355e-06
1013,Want to Play,1.101527819085071e-05
6427,Want to Play,1.3769097738563387e-05
7100,Want to Play,3.304583457255213e-05
1199,Want to Play,1.6522917286276066e-05
165462,Want to Play,2.7538195477126775e-06
39572,Want to Play,2.7538195477126775e-06
39698,Want to Play,2.7538195477126775e-06
166484,Want to Play,8.261458643138033e-06
21672,Want to Play,2.7538195477126775e-06
39805,Want to Play,2.7538195477126775e-06
6391,Want to Play,3.0292015024839453e-05
2142,Want to Play,6.0584030049678906e-05
41084,Want to Play,2.7538195477126775e-06
5943,Want to Play,2.7538195477126775e-06
6872,Want to Play,1.101527819085071e-05
234551,Want to Play,2.7538195477126775e-06
1582,Want to Play,2.7538195477126774e-05
168469,Want to Play,2.7538195477126775e-06
18330,Want to Play,5.507639095425355e-06
1237,Want to Play,1.101527819085071e-05
172621,Want to Play,5.507639095425355e-06
42007,Want to Play,2.7538195477126775e-06
9669,Want to Play,9.91375037176564e-05
1592,Want to Play,1.927673683398874e-05
1502,Want to Play,3.0292015024839453e-05
175943,Want to Play,2.7538195477126775e-06
19778,Want to Play,2.7538195477126775e-06
173085,Want to Play,5.507639095425355e-06
1383,Want to Play,2.47843759294141e-05
7379,Want to Play,1.101527819085071e-05
42371,Want to Play,2.7538195477126775e-06
42713,Want to Play,2.7538195477126775e-06
172572,Want to Play,5.507639095425355e-06
1455,Want to Play,8.261458643138033e-06
7757,Want to Play,8.261458643138033e-06
18608,Want to Play,2.7538195477126775e-06
42794,Want to Play,8.261458643138033e-06
7373,Want to Play,5.507639095425355e-06
42621,Want to Play,1.101527819085071e-05
1399,Want to Play,0.00012667569919478316
18746,Want to Play,2.7538195477126775e-06
1441,Want to Play,9.638368416994371e-05
44463,Want to Play,1.3769097738563387e-05
174627,Want to Play,5.507639095425355e-06
1436,Want to Play,6.333784959739158e-05
1484,Want to Play,1.3769097738563387e-05
1559,Want to Play,7.159930824052962e-05
8199,Want to Play,8.261458643138033e-06
12308,Want to Play,5.507639095425355e-06
1241,Want to Play,1.927673683398874e-05
20196,Want to Play,7.710694733595497e-05
1530,Want to Play,0.00010464514281308174
1551,Want to Play,5.507639095425355e-06
40063,Want to Play,2.7538195477126775e-06
1808,Want to Play,5.507639095425355e-06
173187,Want to Play,2.7538195477126775e-06
1669,Want to Play,3.304583457255213e-05
1755,Want to Play,4.681493231111552e-05
44009,Want to Play,2.7538195477126775e-06
20426,Want to Play,1.6522917286276066e-05
1660,Want to Play,1.101527819085071e-05
20398,Want to Play,7.159930824052962e-05
1465,Want to Play,3.0292015024839453e-05
1527,Want to Play,1.3769097738563387e-05
42585,Want to Play,1.101527819085071e-05
43323,Want to Play,1.3769097738563387e-05
21154,Want to Play,8.261458643138033e-06
44742,Want to Play,2.7538195477126775e-06
1800,Want to Play,4.130729321569016e-05
175938,Want to Play,2.7538195477126775e-06
21364,Want to Play,2.7538195477126775e-06
44809,Want to Play,8.261458643138033e-06
1738,Want to Play,8.261458643138033e-06
10453,Want to Play,2.7538195477126775e-06
45282,Want to Play,2.7538195477126775e-06
45767,Want to Play,2.7538195477126775e-06
522,Want to Play,0.00015146007512419727
4180,Want to Play,4.130729321569016e-05
40357,Want to Play,2.7538195477126775e-06
4124,Want to Play,1.101527819085071e-05
4274,Want to Play,2.7538195477126775e-06
10220,Want to Play,8.261458643138033e-06
23516,Want to Play,5.507639095425355e-06
1815,Want to Play,4.95687518588282e-05
10909,Want to Play,8.536840597909301e-05
1941,Want to Play,0.0002450899397464283
10918,Want to Play,8.261458643138033e-06
45529,Want to Play,5.507639095425355e-06
1939,Want to Play,0.00012942951874249584
6530,Want to Play,4.406111276340284e-05
1792,Want to Play,5.783021050196623e-05
25586,Want to Play,2.7538195477126775e-06
5117,Want to Play,8.261458643138033e-06
25968,Want to Play,5.507639095425355e-06
180165,Want to Play,5.507639095425355e-06
180002,Want to Play,2.7538195477126775e-06
5923,Want to Play,1.927673683398874e-05
26731,Want to Play,5.507639095425355e-06
42479,Want to Play,2.7538195477126775e-06
2173,Want to Play,3.855347366797748e-05
4224,Want to Play,5.507639095425355e-06
26790,Want to Play,2.7538195477126775e-06
179822,Want to Play,2.7538195477126775e-06
5191,Want to Play,8.261458643138033e-06
179820,Want to Play,2.7538195477126775e-06
8338,Want to Play,1.927673683398874e-05
28023,Want to Play,2.7538195477126775e-06
28389,Want to Play,1.3769097738563387e-05
179782,Want to Play,2.7538195477126775e-06
2207,Want to Play,0.0006196093982353525
6016,Want to Play,2.7538195477126775e-06
47763,Want to Play,5.507639095425355e-06
7459,Want to Play,1.927673683398874e-05
47725,Want to Play,5.507639095425355e-06
7559,Want to Play,1.3769097738563387e-05
9942,Want to Play,5.507639095425355e-06
8197,Want to Play,4.406111276340284e-05
8504,Want to Play,1.101527819085071e-05
8967,Want to Play,1.101527819085071e-05
36848,Want to Play,5.507639095425355e-06
2656,Want to Play,5.783021050196623e-05
2581,Want to Play,1.927673683398874e-05
2683,Want to Play,3.304583457255213e-05
2678,Want to Play,5.507639095425355e-06
14529,Want to Play,1.101527819085071e-05
38377,Want to Play,8.261458643138033e-06
11522,Want to Play,1.3769097738563387e-05
186201,Want to Play,5.507639095425355e-06
186591,Want to Play,2.7538195477126775e-06
2720,Want to Play,0.00021479792472158885
2703,Want to Play,3.0292015024839453e-05
2704,Want to Play,1.3769097738563387e-05
12899,Want to Play,2.7538195477126775e-06
36697,Want to Play,5.507639095425355e-06
13680,Want to Play,1.101527819085071e-05
191473,Want to Play,5.507639095425355e-06
21054,Want to Play,1.3769097738563387e-05
15910,Want to Play,1.101527819085071e-05
18304,Want to Play,5.507639095425355e-06
38213,Want to Play,2.7538195477126775e-06
15094,Want to Play,2.7538195477126775e-06
37140,Want to Play,0.00012116806009935781
38300,Want to Play,2.7538195477126775e-06
39280,Want to Play,5.507639095425355e-06
17268,Want to Play,8.261458643138033e-06
18657,Want to Play,1.6522917286276066e-05
39284,Want to Play,2.7538195477126775e-06
