32,Non-fiction
39,Warfare
43,Mystery
17,Fantasy
31,Drama
34,Educational
40,Party
41,"4X (explore, expand, exploit, and exterminate)"
42,Erotic
1,Action
19,Horror
22,Historical
23,Stealth
27,Comedy
33,Sandbox
18,Science fiction
44,Romance
35,Kids
38,Open world
20,Thriller
21,Survival
28,Business
