6932,411
32,1479
420,346
12247,498
94,767
3067,1689
59979,1732
46429,1169
856,1441
49954,1557
53943,1603
5851,21
39608,1372
112,1748
33743,1748
14081,1459
14081,1460
184,47
1056,134
722,576
25686,1572
24003,1463
12455,453
234,1421
53611,1069
18808,686
438,123
428,123
659,123
17,200
52967,1590
4133,578
38,118
57085,1312
56365,1668
38,7
168,351
184,246
742,253
70,1051
356,237
62214,1767
3067,13
7714,577
23122,1729
59452,1717
7466,296
56,557
94,2
873,674
6992,676
17463,982
2421,608
407,1714
55704,1712
46023,87
407,61
115,99
37,354
30668,448
5838,741
140,130
10557,1623
6932,340
407,284
12931,492
10371,361
1327,115
2,72
43634,1667
27528,1292
39612,1370
836,703
2262,703
442,1456
23652,1416
40000,1374
28416,1605
47185,1501
277,287
128,1483
208,214
3,43
21,43
2515,1585
2515,1586
407,663
841,147
4477,147
45066,1473
4835,104
2197,1544
55699,1636
2165,1166
6955,277
184,97
21,154
3067,404
38,9
314,18
111,234
2,28
9014,1476
1,58
56,4
59979,1730
1843,412
170,412
14081,1410
4286,102
6638,62
17463,6
6232,1413
2746,479
31592,1543
407,626
364,26
48191,1539
5213,1412
3067,603
112,940
45,174
196,105
55381,1632
537,19
104,19
2952,681
55200,1627
8372,1502
888,1743
3067,509
15636,1577
2,68
38,1452
20456,840
188,69
224,69
40940,1594
39875,1373
108,78
53149,1591
4692,42
2,75
50296,1669
2165,305
26,212
727,543
18926,1614
5186,1417
9,144
53631,1599
4704,173
40316,1379
7246,1497
3405,55
184,48
184,56
407,513
9728,421
57183,1676
38,16
13730,519
18532,1487
249,25
144,74
111,548
7171,1047
94,121
138,121
155,121
6932,79
30668,1146
21177,1146
4706,1146
3997,54
3998,54
405,318
54597,1618
40586,1738
18668,1746
61009,1746
6230,267
17463,439
3067,529
295,1583
22956,1540
37971,1609
50884,1561
318,36
22324,36
2154,1711
53684,1600
24394,837
22292,1477
27,195
85,1635
13634,1587
56004,1671
38,10
57428,1680
116,481
3067,601
1630,89
255,454
853,1616
70,1638
112,1638
263,1638
112,1753
1506,590
17463,667
407,1716
481,44
39452,1589
25007,1735
4357,126
37971,1608
46879,1498
2648,256
727,1705
111,547
2142,542
59399,1725
290,119
58081,1683
196,669
10850,560
41728,1678
26414,1698
4157,1377
5186,831
38,754
78,27
32,143
659,1727
437,574
5317,274
11797,938
196,1747
38289,829
56470,1672
58577,1706
67,187
126,95
26587,1639
34897,41
60450,1737
9,53
26506,1229
908,24
94,491
290,528
61492,1754
196,225
407,1726
458,436
24122,1670
8601,304
56,3
59718,1723
6638,312
6932,532
5025,186
407,820
2515,1584
52387,1581
591,1728
29044,1564
170,29
51,1442
1696,282
7246,64
10062,1474
407,1713
249,482
13169,695
