411,132
411,34
411,39
411,82
411,6
411,14
411,3
411,48
411,167
411,130
411,49
1592,6
1479,6
498,6
767,6
767,9
767,12
1689,39
1689,34
1689,14
1689,6
1689,130
1689,82
1689,49
1689,48
1689,167
1689,390
1689,472
1689,3
593,3
593,6
593,14
593,34
593,39
1732,6
1169,3
1169,6
1169,14
1169,34
1441,6
1441,3
145,6
145,8
145,14
1742,6
1603,3
1603,6
1603,8
21,6
21,14
374,14
374,6
374,3
1703,59
1372,73
1372,14
1372,6
1372,34
1372,74
1372,3
139,6
1748,52
1459,149
1460,149
47,6
47,9
47,12
47,14
47,48
47,49
134,6
289,6
1572,6
1463,34
1463,39
1736,73
1736,14
1736,82
1736,6
1736,34
1736,39
1736,3
453,82
1421,6
1421,7
1421,13
1421,14
1421,32
1069,14
1069,6
1069,3
686,165
686,6
686,48
123,14
123,6
123,9
123,41
123,48
123,49
123,5
123,12
200,14
200,6
200,9
200,48
200,49
200,12
1590,15
1590,25
1590,26
1590,27
1590,65
1590,68
1590,71
1590,84
1590,94
1590,151
1590,153
1590,156
322,14
322,6
322,3
578,3
578,6
578,14
578,34
578,39
118,6
118,9
118,12
118,48
118,49
1312,6
700,3
700,6
700,14
700,34
700,39
700,82
700,130
7,6
7,9
7,12
253,14
253,6
253,3
1051,4
1051,416
1553,6
13,6
13,14
13,3
13,12
13,49
13,5
13,41
13,9
13,48
13,74
13,39
13,34
13,82
13,46
13,130
13,167
13,169
577,14
577,82
577,6
577,34
577,39
1729,6
1729,3
1729,34
1729,14
1717,6
557,6
557,14
557,34
557,39
2,6
2,9
2,48
2,12
2,49
2,167
2,169
2,130
2,170
676,6
676,14
676,34
676,39
982,167
982,6
982,169
982,130
982,14
982,3
982,39
982,34
982,49
982,48
982,384
982,163
608,55
520,14
520,6
520,34
520,39
520,3
1500,3
1500,6
1500,14
1500,34
1500,39
87,6
87,14
87,3
99,6
99,9
99,12
99,48
99,49
99,167
99,169
354,14
354,167
354,6
354,130
354,169
354,48
354,49
448,14
448,6
448,3
741,14
741,6
741,34
130,14
130,6
130,9
130,12
1617,3
1617,6
1623,6
340,14
340,6
340,3
284,6
492,6
492,48
492,49
115,6
72,6
72,14
72,11
1667,6
1370,82
1408,6
1622,6
1451,12
1190,6
1190,14
1190,34
1190,82
1416,82
1374,6
1605,377
1541,6
1402,240
1501,39
1130,14
1130,6
1130,38
1130,3
317,6
317,3
317,14
1763,24
1763,6
287,21
287,6
287,9
287,5
287,8
287,11
287,12
1483,6
1483,14
1483,34
1483,39
214,6
214,34
214,48
214,49
214,39
1595,18
43,6
1585,52
1586,52
1611,14
1611,82
1611,6
1551,3
1551,6
1551,11
1551,14
1551,24
1551,34
1551,37
1551,50
1551,130
147,6
147,9
147,12
147,38
147,41
1473,6
1473,34
1473,3
104,39
104,34
104,6
104,14
104,3
104,48
104,46
104,49
104,130
1544,3
1544,5
1544,6
1544,9
1544,12
1544,14
1544,20
1544,34
1544,37
1544,38
1544,39
1544,46
1544,48
1544,49
1544,130
1544,167
1544,169
1636,3
1636,6
1636,14
1636,34
1166,6
97,3
97,4
97,6
97,7
97,14
154,6
404,6
404,14
404,3
404,39
404,34
404,49
404,12
404,48
404,9
404,46
404,5
404,41
404,37
404,137
404,74
9,6
9,9
9,12
9,41
9,46
18,3
18,6
18,9
18,12
18,14
18,48
18,49
28,6
28,14
1476,6
1476,9
1476,12
1476,38
1476,46
1476,48
1476,130
58,48
58,49
58,6
4,14
4,23
4,6
4,8
4,11
4,3
1593,6
1593,3
1730,6
1730,3
412,48
1410,13
1410,118
1410,121
1410,149
102,6
102,8
102,11
62,14
62,6
62,3
6,6
6,3
6,14
6,11
6,12
6,5
6,8
6,9
6,39
1413,6
479,6
1543,167
1543,6
1543,130
1543,169
1543,48
614,14
614,82
614,6
614,34
614,39
626,14
626,6
626,11
26,14
26,6
26,9
26,48
26,170
26,49
26,5
26,12
1412,381
603,6
603,14
603,3
603,12
603,5
603,41
603,9
603,48
603,74
603,39
603,34
603,82
603,46
603,130
603,167
603,169
940,52
1371,14
1371,6
1371,3
456,73
456,14
456,82
456,6
456,34
456,39
456,3
105,6
1632,6
19,6
19,130
19,48
19,170
19,49
681,6
681,48
681,49
681,130
1627,23
1627,6
1627,32
1502,14
1502,6
1502,34
1502,39
1502,3
610,39
610,34
610,49
610,48
610,82
610,130
610,3
610,14
610,6
509,6
509,74
509,14
509,3
509,39
509,34
509,49
509,48
509,46
509,130
509,37
509,137
509,82
509,162
509,165
509,163
1577,14
1577,6
1076,74
1076,6
1076,34
1076,39
68,6
1452,6
1452,9
1452,12
840,6
840,14
840,23
69,13
69,14
69,3
69,6
1594,6
1535,6
1601,25
1601,69
1601,15
1601,26
1601,75
1373,14
1373,6
1373,3
78,6
78,9
78,48
78,49
78,12
1591,6
42,14
42,6
42,9
42,48
42,49
42,46
42,12
42,3
75,6
75,9
75,12
76,6
76,8
76,11
76,21
76,12
76,9
76,5
76,38
35,6
35,48
35,49
235,14
235,6
235,3
543,7
543,6
763,14
763,6
763,3
1614,6
1417,82
1574,34
1574,39
144,3
144,6
144,7
144,8
144,13
144,14
144,16
1599,3
1599,6
1599,14
1599,34
1599,82
173,14
173,6
173,9
173,34
173,74
173,12
173,39
173,3
1379,6
1497,82
1619,6
1576,82
1562,159
1562,20
55,6
55,48
55,49
55,9
55,12
55,39
55,34
48,14
48,6
48,9
48,11
48,12
48,3
444,6
56,6
56,14
56,3
56,23
56,8
56,11
421,6
421,34
421,48
421,49
421,39
1676,6
1676,3
1676,14
1676,34
1676,38
1676,46
1676,130
1676,5
1676,37
1676,384
1545,32
25,6
25,3
25,9
25,48
25,41
25,12
25,49
25,39
25,34
74,6
291,32
121,6
121,11
121,14
179,14
179,82
179,6
179,34
179,39
179,3
79,9
79,48
79,46
79,49
79,39
79,34
79,74
79,6
79,14
79,3
1700,13
1700,6
318,6
318,9
318,48
318,49
318,12
1556,82
1618,6
1618,3
1738,6
1738,3
1738,14
1746,6
1746,3
1746,14
1345,14
1345,82
1345,6
1345,34
1345,3
267,6
267,9
267,12
1583,13
1575,3
1575,6
1575,14
1575,82
1540,3
1540,6
1540,14
1540,34
1540,39
1609,6
1711,6
1711,167
1711,169
1600,3
1600,6
1600,15
1600,16
1600,18
1600,25
1600,26
1600,27
1600,33
1600,35
1600,53
1600,61
1600,63
1600,64
1600,65
