11571,1,0,0,0,0,0,0,2,0,2,7198,12
11572,1,0,0,0,0,0,0,8,0,2,6895,37
1817,0,1,1,0,0,0,0,0,0,0,6983,38
11433,0,0,0,0,0,1,,2,,,24266,8
717,0,1,0,1,1,0,2,0,2,0,20562,12
8876,0,0,0,0,1,0,0,0,0,4,83507,49
1032,1,0,0,1,0,0,4,0,0,0,1212,9
1209,0,0,0,1,0,0,4,0,0,0,51676,72
4311,0,0,0,1,0,0,0,0,0,0,15559,
7988,0,0,0,1,1,0,0,3,0,6,5595,49
1151,0,0,0,1,0,0,2,0,0,0,51680,72
1655,0,1,1,0,0,0,0,0,0,0,9545,20
9190,0,0,0,1,0,1,4,4,,,113577,48
904,1,1,0,1,0,0,2,0,0,0,19910,12
563,1,0,0,1,1,0,4,0,6,0,954,9
7570,0,0,0,0,0,0,,,,,76643,
580,0,0,1,0,0,0,0,0,0,0,21736,38
8151,0,0,0,0,0,0,0,2,0,2,82445,49
613,1,1,0,1,1,1,2,0,4,0,6982,9
1661,0,1,0,1,1,0,4,0,4,0,7167,12
2290,0,1,0,1,0,0,4,,,,67199,130
11445,0,0,0,1,0,0,4,4,,,136570,21
912,1,1,0,1,0,0,2,0,0,0,2800,41
1946,1,1,0,1,0,0,2,0,0,0,4682,8
9176,0,0,0,1,0,0,2,,,,6671,32
556,0,1,0,1,0,0,2,0,0,0,7455,9
827,1,1,0,1,1,0,4,0,4,0,19906,12
8464,0,0,0,0,0,0,,2,,,86662,42
8411,0,0,0,1,0,0,0,2,0,0,83757,49
11294,0,0,0,0,1,0,,,16,,135916,6
4175,0,0,0,1,0,0,0,0,0,0,39594,
7813,0,0,0,0,0,0,,,,,76847,
8006,0,0,0,0,0,0,0,4,0,0,52145,49
11690,0,0,0,0,0,1,0,2,0,16,7316,9
1745,1,1,0,1,0,0,2,0,0,0,2799,5
11459,0,0,0,0,0,0,0,1,0,4,22882,46
8257,0,0,0,1,1,0,0,2,0,4,82418,49
4300,1,1,0,1,0,0,4,0,0,0,7338,41
6126,0,0,1,0,1,0,0,0,2,0,978,37
592,0,1,0,0,1,0,0,0,4,0,11852,38
7011,0,0,0,1,0,0,0,0,0,0,6756,37
1668,0,1,0,1,0,1,2,0,0,0,6160,11
8881,0,1,0,1,0,0,2,2,,,95471,79
1763,1,1,0,1,1,0,4,0,4,0,51623,12
11299,0,0,0,0,0,0,,1,,8,8186,9
11455,1,0,1,0,0,0,0,1,0,6,1868,38
3099,0,1,0,1,0,0,2,0,0,0,7086,12
11453,0,0,0,0,0,1,,2,,,40372,7
4024,0,1,0,1,0,0,2,0,0,0,19904,12
10174,0,0,0,0,0,0,,2,,,38131,58
10179,0,0,0,0,0,0,,2,,,45399,32
10320,0,0,0,0,0,0,,,,,131995,38
10323,0,0,0,0,0,0,,,,,43250,8
10381,0,0,0,0,0,0,,,,,132225,130
10382,0,0,0,0,0,0,,,,,132636,130
10428,0,0,0,0,0,1,,2,,,133238,7
10596,0,0,0,0,0,0,,2,,,46536,29
10667,0,1,0,1,1,0,2,4,2,2,28836,23
10660,0,0,0,1,0,0,2,4,,,8842,23
10661,0,1,0,1,0,0,2,4,,,8832,23
10592,1,0,0,0,0,0,,2,,,19734,52
10608,0,0,0,0,0,0,1,2,0,2,134112,37
10709,1,0,0,0,0,0,,2,,,8244,7
10828,1,1,0,1,0,0,2,2,,,82081,52
10838,1,0,0,0,0,0,,2,,,45198,52
10724,1,0,0,0,0,0,,2,,2,8247,12
10745,1,0,0,0,0,0,,2,,,6184,79
10749,0,0,0,0,1,0,,,4,8,3711,23
10796,1,0,0,0,0,0,,2,,,71103,8
10826,1,1,0,1,0,0,2,2,,,134319,52
10849,0,0,0,0,0,1,,2,,,3791,21
10964,0,0,0,0,0,0,,4,,,6622,42
10969,0,0,0,0,0,1,,2,,,7862,21
10879,0,0,0,0,0,0,,2,,,2739,306
11024,0,0,0,0,0,1,,4,,,135258,4
11026,0,0,0,0,1,0,,,2,,135276,6
10900,0,0,0,0,0,0,,1,,,134460,18
10913,0,0,1,1,1,1,2,4,8,16,5793,11
10938,0,1,0,1,0,0,2,2,,,43319,29
10959,0,0,0,0,0,1,,4,,,4209,8
11032,0,0,0,1,1,1,4,4,2,8,135286,8
11114,0,1,0,0,0,0,2,2,,,42412,41
11102,0,0,0,0,0,0,,2,,,79697,23
11030,0,1,0,1,0,1,2,4,2,8,22240,48
11037,0,1,0,0,0,0,2,2,,,1486,52
11084,0,0,0,0,0,1,,2,,,6453,8
11107,0,0,0,0,0,0,,2,,,135387,52
11123,0,0,0,0,0,0,,2,,,68981,7
11126,0,0,0,0,0,0,,2,,,73949,7
11128,0,0,0,0,0,0,,2,,,22296,52
9138,0,0,0,0,0,1,,4,,,70684,
11171,0,0,0,0,0,0,,2,,,3677,52
11044,0,0,0,0,0,0,,2,,,15434,9
11058,0,0,0,0,0,0,,,,,86490,47
11066,1,0,0,0,0,0,,2,,,99551,8
11182,0,0,0,0,0,0,,2,,,6779,52
11185,0,0,0,0,0,0,,2,,2,6780,8
11305,0,1,0,1,1,0,4,4,4,4,21717,9
11701,0,0,0,0,0,0,,2,,,138806,52
11479,0,0,1,0,0,0,,,,2,128798,37
11129,0,0,0,0,0,0,,2,,,22296,7
11168,0,0,0,0,0,0,,2,,,3678,52
11176,0,0,0,0,0,0,,2,,,43680,52
10178,0,0,0,0,0,0,,2,,,44771,7
9185,1,0,0,1,1,1,4,4,8,8,94752,49
11726,0,0,0,0,0,0,,,,,138961,22
11734,0,0,0,0,0,0,,2,,,45457,7
11807,0,0,0,0,1,0,,1,4,4,21968,23
11825,0,0,0,0,0,0,,,,,2325,5
11824,0,0,0,0,0,0,,1,,,38280,29
12017,0,0,0,0,0,1,0,4,0,8,24346,12
12069,1,1,0,1,1,0,2,2,2,2,21098,9
12063,0,0,0,1,1,1,2,2,3,10,139922,9
12080,0,1,0,1,0,0,2,2,0,0,139952,9
12088,0,0,1,0,0,0,,,,,383,38
12104,0,0,0,0,0,0,,,,,94920,52
12125,0,1,0,1,0,1,2,1,0,0,2133,9
12151,0,0,0,1,0,0,,,,,110596,130
12214,0,0,0,0,0,1,,2,,,3612,4
12249,0,0,0,0,0,1,,2,,,45097,7
31126,0,0,0,0,0,0,,2,,,201776,
12392,0,0,0,1,0,0,2,4,,,1389,11
12398,0,0,0,1,0,0,2,2,,,1388,52
12396,0,0,0,1,0,0,2,4,,,1388,23
12433,0,0,0,0,0,0,,2,,,140907,52
12498,0,0,0,0,1,0,,,3,,141128,6
12514,0,0,0,0,0,0,2,,,,68313,130
12573,0,1,0,0,1,0,,,4,,140042,48
12575,0,0,0,0,0,0,,2,,,141342,7
12576,0,0,0,0,0,0,,2,,,108939,7
12632,0,1,0,0,1,0,,,5,10,141479,48
12668,0,0,0,0,0,0,,,,,141593,6
12764,0,0,0,0,0,0,,,,,141934,34
12765,0,0,0,0,0,0,,,,,141934,39
12793,0,1,0,0,1,0,,,4,,8242,8
12822,0,0,0,1,0,0,,,,,142110,
12785,0,0,0,0,0,0,,,,,136587,82
12894,0,0,0,0,1,0,,,,,142339,55
12920,0,0,0,0,0,0,,,,,44703,8
12918,0,0,0,0,0,0,,,,,142423,34
12949,0,0,0,0,0,0,,,,,106307,130
12966,0,0,0,0,0,0,,,,,37031,48
12986,0,0,0,0,0,0,,,,,142639,163
13147,0,0,0,0,0,0,,,8,,143067,162
13168,0,1,0,0,1,0,1,1,8,8,140069,162
13174,0,0,0,0,0,0,,2,,,39730,121
13173,0,0,0,0,0,0,,2,,,39730,52
13214,0,0,0,0,0,0,,,,,143257,55
13240,0,0,0,0,0,1,,2,,,131527,
13300,0,0,0,0,0,0,,,,,143528,162
13370,0,0,0,0,0,0,,,,,66050,18
13428,1,1,0,1,0,0,4,4,,,143879,130
13447,1,0,0,0,0,0,,,,,144027,
13488,1,0,0,0,1,0,4,4,4,4,144110,163
13570,0,0,0,1,0,0,,,,,139951,130
13574,0,0,0,1,0,0,3,,,,144423,29
13593,0,0,0,0,1,0,,1,20,10,144475,162
13662,1,0,0,0,0,0,,,,,144650,162
13670,0,0,0,1,0,0,2,2,,,144657,37
13730,0,0,0,0,0,0,0,2,0,0,21282,8
13805,0,0,0,1,0,1,,,,,21190,5
13825,0,1,0,1,0,0,2,2,0,0,138106,29
13889,0,1,0,0,0,0,2,1,0,0,6558,130
13891,0,1,0,0,0,0,2,1,0,0,145363,150
13915,0,0,0,0,0,0,0,2,0,0,60875,52
13974,0,0,0,0,0,0,,,,99,145515,130
13986,0,0,0,0,0,0,,,,4,145551,9
13989,0,1,0,1,0,0,2,4,0,2,7881,
14034,0,0,0,1,0,0,2,2,0,0,48073,18
14035,0,0,0,1,0,0,2,2,0,0,48073,99
14063,0,1,0,1,0,0,4,1,0,0,138014,52
14067,0,1,0,1,1,0,4,4,4,4,44536,48
14119,0,0,0,1,0,0,2,2,,,145886,18
14155,0,0,1,0,0,0,,,,,76961,48
14175,1,1,0,1,0,0,4,1,0,0,4197,
14173,1,1,0,1,0,0,2,0,0,0,19967,
14219,0,0,0,0,0,1,,2,,,64982,32
14194,0,1,0,1,0,1,2,2,0,0,19762,30
14262,0,0,0,1,1,0,3,4,3,32,11147,49
14308,0,1,0,0,1,0,,,,,146504,55
14319,0,0,0,0,0,1,,,,,43227,8
14349,0,0,0,0,0,0,,,,,146679,24
14412,0,1,0,1,0,0,4,,,,146966,52
14409,0,0,0,1,1,0,4,,4,4,11659,37
14420,0,0,0,1,0,1,2,4,,,1327,4
14418,0,0,0,0,0,1,,2,,,100711,130
14435,0,0,0,0,1,0,1,1,3,3,145385,9
14610,0,0,0,0,0,0,,4,,,80368,4
14580,0,0,0,0,0,0,,2,,,3656,19
14609,0,0,0,0,0,0,,2,,,10613,
14596,0,1,0,1,0,0,2,2,,,1656,5
14585,0,1,0,1,0,0,2,2,,,77429,19
14592,0,1,0,1,0,0,2,2,,,454,19
14462,0,0,0,0,0,1,,4,,,2342,41
14454,0,0,0,0,0,1,,4,,,3489,41
14473,0,0,0,0,0,1,,4,,,3593,4
14474,0,0,0,0,0,1,,4,,,3343,4
14481,0,0,0,0,0,1,,4,,,1463,4
14479,0,0,0,0,0,0,,2,,,3581,4
14505,0,0,0,0,0,0,,2,,,1070,130
14475,0,0,0,0,0,1,,4,,,3342,4
14506,0,0,0,0,0,0,,2,,,42568,19
14516,0,1,0,1,0,0,2,2,,,1092,19
14517,0,1,0,1,0,0,2,2,,,1092,5
14527,0,1,0,1,0,0,2,2,,,1094,41
14553,0,0,0,0,0,0,,2,,,28509,19
14529,0,0,0,0,0,0,,2,,,4260,19
14548,0,0,0,0,0,0,,2,,,2545,19
14568,0,1,0,1,0,0,2,2,,,42639,41
14566,0,1,0,1,0,0,2,2,,,42639,19
14564,0,0,0,0,0,0,,2,,,42616,19
14625,0,0,0,0,0,0,,4,0,0,51161,5
14628,0,0,0,0,0,0,,4,,,3611,
14633,0,1,0,1,0,1,2,2,,,6797,
14636,0,1,0,1,0,0,2,2,,,142909,130
14645,0,0,0,0,0,0,,2,,,7728,
14650,0,0,0,1,0,1,4,4,,,3989,
14654,0,0,0,0,0,0,,2,,,48123,
14658,0,1,0,1,0,0,,2,,,141921,
14686,0,1,0,1,0,0,2,2,,,2970,
14677,0,0,0,0,0,1,,2,,,46007,
14683,0,1,0,1,0,0,2,2,,,3666,
14690,0,1,0,1,0,0,2,2,,,9475,
14708,0,0,0,0,0,1,,4,,,2183,
14703,0,1,0,1,0,0,2,2,,,2923,
14710,0,0,1,0,0,0,,2,,,1076,
31763,0,0,0,0,0,0,,,,,326156,4
14721,0,0,0,0,0,0,,2,,,107234,
14753,1,1,0,0,1,0,0,0,8,16,147699,
14751,0,0,0,0,0,1,,4,,,1108,21
14793,0,0,0,0,0,0,1,,,,148199,29
14795,0,0,0,0,0,0,2,,,,148214,6
14816,0,1,0,1,0,0,2,2,,,42489,
14826,0,0,0,0,0,1,,2,,,47740,
14836,0,0,0,0,0,0,,4,,,10658,4
14838,0,0,0,0,0,0,,4,,,10663,
14839,0,0,0,0,0,1,,4,,,3439,4
14840,0,0,0,0,0,0,,4,,,47694,
14848,0,0,0,0,0,1,,4,,,47686,
14852,0,0,0,0,0,1,,2,,,3367,
14860,0,0,0,0,0,1,,2,,,3335,4
14863,0,0,0,0,0,0,,4,,,3427,
14871,0,0,0,0,0,1,,2,,,3375,
14881,0,0,0,0,0,1,,2,,,143035,18
14924,0,0,0,0,0,0,,2,,,1511,
14927,0,0,0,0,0,0,,2,,,1513,
14923,0,0,0,0,0,0,,2,,,1512,
14943,0,0,0,0,0,1,,4,,,3618,
14942,0,0,0,0,0,1,,4,,,3616,
14946,0,0,0,0,0,0,,4,,,3431,
14967,0,0,0,0,0,1,,2,,,3488,
14973,0,0,0,0,0,0,,2,,,3496,
14972,0,0,0,0,0,0,,4,,,10683,
14971,0,0,0,0,0,0,,4,,,10682,4
14975,0,0,0,0,0,0,,2,,,3497,
14977,0,0,0,0,0,0,,4,,,3504,
14995,0,0,0,0,0,1,,4,,,3546,4
15002,0,0,0,0,0,0,,3,,,3396,
14997,0,0,0,0,0,1,,2,,,143,7
15021,0,0,0,0,0,0,,2,,,47733,
15039,0,0,0,0,0,0,,2,,,150031,
15056,0,0,0,0,0,0,,2,,,38580,52
15061,0,0,0,0,0,0,,2,,,73508,
15077,0,0,0,0,0,0,,2,,,134495,
15094,0,0,0,0,0,0,,,,,98175,34
15089,0,0,0,0,0,0,,,,,150232,20
15091,0,0,0,0,0,1,,2,,,80835,
15114,0,0,0,0,1,0,4,4,4,4,150180,
15139,0,0,0,0,0,0,0,4,0,0,18204,
15145,0,0,0,0,1,0,0,0,4,4,151686,162
15144,0,0,0,0,1,0,0,0,4,4,151686,163
15146,0,0,0,0,1,0,0,0,4,4,151686,165
15152,0,0,0,0,0,0,,,,,88756,20
15163,0,1,0,1,0,0,0,4,0,0,11869,
15179,0,0,0,0,0,0,,2,,,2703,
15199,0,0,0,0,0,0,,2,,,149964,
15201,0,1,0,1,0,0,2,2,,,77429,
15206,0,0,0,0,0,0,,2,,,16138,
15221,0,0,0,0,0,1,,2,,,134437,
15225,1,1,0,1,0,0,3,,0,,13688,52
15241,0,0,0,0,0,0,,,,,152230,162
15259,0,0,0,1,0,0,,,,,152317,52
15315,0,0,0,1,1,1,7,8,2,4,136024,130
15337,0,0,0,1,0,0,2,2,,,75980,
15339,0,0,0,0,1,0,,1,10,10,153437,6
15342,0,0,0,0,1,0,,1,10,10,153437,3
15349,0,1,0,1,0,0,2,2,,,37840,
15350,0,1,0,1,0,0,2,2,,,42304,
15364,0,0,0,0,0,0,,2,,,11899,15
15365,0,0,0,0,0,0,,2,,,13323,15
