2,Point-and-click
7,Music
11,Real Time Strategy (RTS)
16,Turn-based strategy (TBS)
25,Hack and slash/Beat 'em up
26,Quiz/Trivia
36,MOBA
5,Shooter
13,Simulator
14,Sport
15,Strategy
33,Arcade
34,Visual Novel
35,Card & Board Game
8,Platform
9,Puzzle
24,Tactical
32,Indie
4,Fighting
10,Racing
12,Role-playing (RPG)
30,Pinball
31,Adventure
