20162,54774
20162,68397
77828,19917
288300,334986
288300,332355
12966,36843
12188,89550
49053,49200
49053,49159
291642,283259
51094,75242
21882,41349
21882,25905
58882,6386
58882,2579
164308,117939
7282,112889
7282,320400
4997,19565
4997,65592
69883,239313
145025,107227
37883,37994
271946,65423
195055,41349
195055,25905
195055,195062
77883,79304
39969,331925
9167,10257
39791,307974
272059,299841
272059,266331
272059,261487
272059,247404
44918,12539
49182,20296
37991,109606
165566,182470
136531,109570
136531,221325
93131,281347
312222,290228
150212,115332
202941,113109
273712,25905
308651,336405
308651,334996
308651,334995
308651,333518
301733,109606
78237,63793
14213,314371
49331,71703
22220,19565
277390,10212
28347,194405
131582,117939
13825,117939
247454,247455
56332,319582
56332,319564
56332,319533
60529,325095
305727,313971
305727,284097
315637,315972
5215,246283
313370,115283
38216,76852
38216,73018
277696,287496
277696,287566
277696,287539
277699,247022
277700,287547
277700,287515
277700,277701
22231,43286
72911,315660
151600,78489
151600,317559
151600,283295
248482,22790
57715,212655
46127,48491
48060,5867
39087,117939
307534,69095
41146,330938
146680,332353
146680,323112
146680,312092
44004,273281
147436,328726
147436,317233
147436,308646
48535,330942
48535,328226
276913,80382
123219,324160
77112,1191
15680,281722
84893,324136
80781,60614
80781,319582
80781,319564
80781,319533
49117,49414
7114,18681
228546,313284
228546,299665
228546,285854
249167,93920
18507,41390
237534,75242
49337,54560
292144,328548
66511,109606
42415,39499
55144,76574
55144,55145
55144,55139
142700,74946
201202,292226
85994,176024
85994,37864
251568,115283
48871,48802
7118,5833
212667,25905
7108,4036
7108,5833
42808,49414
550,551
550,549
550,1291
550,7331
23123,3875
41681,330938
24495,117939
271928,76852
23025,72991
23025,62238
292793,109606
147672,107196
105048,10212
6593,5867
319591,320150
319591,319584
252402,153823
150635,277890
44696,80382
48998,41552
37965,37822
5019,43369
42455,75242
65224,67307
65224,63793
5836,1244
193696,328439
193696,327594
193696,327588
248120,80382
62310,41058
136022,115283
221320,221308
77987,5867
77987,89550
77987,1416
276389,120278
276389,25905
48343,15430
9651,109606
83382,12539
44388,44387
41594,107227
45846,115653
229948,312621
229948,230055
329441,25905
103490,89550
82093,15327
39768,330942
39768,322509
116346,116575
43874,2254
43874,76852
50965,80382
133487,74946
275930,22686
48481,48638
48481,48348
91933,324160
63895,112082
6622,5200
39349,15430
131079,75242
279390,89550
172466,115283
279394,271204
38174,109606
38174,69266
229233,313284
229233,299665
229233,285854
94921,109606
94921,317349
4940,80382
67149,15231
79012,325095
44351,330942
44351,328226
42351,18681
161174,178079
54673,25905
316273,336405
316273,334996
316273,334995
316273,333518
307266,68458
307266,25905
37809,116575
4138,65604
279587,307514
279587,280740
70506,5867
204223,203998
204223,97628
204223,62126
223027,89550
62077,191359
62077,154652
191471,248113
191471,49112
283125,115653
75886,72828
75886,36739
4878,107196
264422,112082
283649,306148
203385,210311
305997,49414
39672,109606
49477,49360
5760,6386
62839,135510
51093,109606
253125,307643
253125,269411
253125,145090
44423,49148
44423,18681
42878,5867
49616,18681
49616,65006
187216,93920
75244,83770
37524,79756
37524,73154
60525,115283
201268,76852
201268,2254
125013,111654
41247,109606
186914,89550
324129,18115
13530,49621
13530,67544
13530,49131
315826,12539
203014,93920
325278,221318
127480,324188
1224,1221
77128,42251
120714,94741
48811,61409
48811,48495
48811,109606
147123,117939
308162,312348
126714,94741
70554,336769
70554,330187
70554,327595
70554,327591
39317,119429
39317,131077
144735,59427
144735,49414
320995,331468
72670,117406
281538,328515
1796,1773
1796,1528
1796,512
11893,12539
11893,10212
2559,76852
2559,43465
205715,59427
205715,49414
7804,7805
203351,78489
225884,25905
47921,94836
263833,221078
311377,25905
44019,112082
45858,41058
315933,115392
49195,3135
49195,4642
9862,18681
3065,6874
250665,332829
3068,8558
3068,3072
44914,335512
214728,80382
41083,331925
214914,214913
28840,499
159263,238096
139557,26845
60778,63347
60778,77869
60778,70559
44897,23069
44897,80382
7778,80889
292903,89550
5558,112082
283791,54797
283791,289368
305889,334275
287298,48151
44779,26845
1193,1192
1193,38161
13581,12945
3885,19565
3885,79813
319952,338790
43665,113109
3467,3679
3467,43218
3467,65604
3467,6954
206813,109606
269427,109606
9745,5867
4787,4260
269917,309230
319562,319526
139928,271702
79562,26845
321227,330942
321227,328226
1706,18331
1706,2189
316849,117939
85660,4654
3987,3403
3987,2343
3987,2193
187276,25905
147650,89550
94920,6080
269920,312034
65676,49414
49924,109606
192947,248655
192947,220872
49456,59427
59897,107227
3461,46687
214953,89550
293953,297740
321501,117939
158788,266526
158788,253226
158788,237553
269428,109606
203067,166387
57874,49414
58036,26845
99480,109606
281494,5867
281494,6787
200359,25905
315848,325872
315848,310446
199892,25905
322129,115283
165892,89550
185986,117939
225787,6080
269156,117939
178786,6080
135679,332829
142444,269412
142444,186229
26637,54774
4601,75242
329558,233026
105922,328515
124366,328515
248143,80382
228885,228884
141688,331468
148336,277890
172750,287894
317791,26845
39689,331925
39689,321227
178149,124329
178149,59349
325790,80382
325790,107196
40979,10212
40979,4356
40979,1665
48242,331468
329746,22790
218069,172687
201319,89550
8025,8027
8025,2834
8025,8077
67761,89550
67761,303216
67761,280849
259264,113109
259264,115283
214602,214597
214602,214598
214602,214596
214602,214594
259251,75412
45201,113109
49302,60650
136434,136449
136434,69322
136434,62755
243296,26192
111302,115653
111302,37382
77350,301440
85302,220845
85302,197946
85302,86387
49227,37438
49227,269305
49227,49226
3444,72605
242237,49414
304232,319566
121246,121244
247302,10841
66444,7035
66444,9163
3256,2663
46817,45779
340317,80382
38090,63644
38090,214883
179245,151857
179245,28472
13909,5334
179241,151857
179241,28472
287159,107196
109595,12539
202871,49414
191643,191639
331480,338484
331480,338012
331480,334288
331480,332832
104734,26845
182485,1243
182485,1245
182485,1392
124446,128003
181571,109606
315657,339677
23694,6215
273982,109606
86190,61640
78238,42641
43972,6408
207072,10212
55040,89550
4445,10209
4445,6139
6763,1333
207287,41349
207287,25905
227901,94741
85392,117939
221079,330942
221079,328226
152360,26845
42065,115283
2925,2923
40257,227992
40257,87818
3257,65592
74038,2579
207284,335082
179250,151857
179250,28472
3650,59427
3650,49414
3650,3572
328760,107196
21196,37599
21196,67307
71766,5272
44621,44316
136449,69322
136449,62755
23767,103402
23767,59965
37768,54774
218091,215762
218091,322526
218091,312225
225688,20857
267154,202016
239459,239401
158790,328439
158790,327594
307082,89550
75744,228579
75744,228571
7355,43811
19734,1244
19734,5867
19734,1551
255549,291918
40042,109606
50729,76852
50729,43465
24266,36732
24266,6386
36957,5330
69328,97433
218385,302700
178207,84324
178207,165844
269148,89550
316850,25905
28509,46376
3363,3365
3363,843
3363,9927
3363,3364
273897,89550
247272,287565
247272,287555
247272,287543
64109,59427
64109,49414
68044,49621
68044,62308
40730,171293
131067,94829
1661,37599
49913,93920
278632,172687
278632,256774
202800,18115
44581,107227
43324,89550
259252,115283
259252,113109
240324,240378
203324,325095
328485,216225
324979,117939
41231,246283
328545,75242
87684,145083
87684,79691
334860,103275
198185,198192
198185,198182
5189,2765
5189,20858
43922,60650
42279,103275
308994,117939
11557,45630
144635,76852
22285,26845
22285,115653
45849,6241
215145,59427
215145,49414
43249,116575
136590,49414
84643,228606
241043,315814
336930,307974
91846,300055
229847,229846
229847,230076
229847,230061
229847,230058
229847,230053
47847,2631
47847,25905
43483,3891
229849,312621
229849,230055
198191,117939
272066,80382
272066,309634
339055,68458
339055,25905
41299,115653
49320,116575
141051,89550
61853,20520
217742,116575
24321,20266
226692,89550
230981,307974
6523,20267
42257,134452
42257,49414
7457,26192
135858,26845
145691,115653
225623,312621
203293,115283
38262,69577
38262,138521
44617,41058
317171,25905
317171,120278
55064,41349
55064,25905
198618,113109
198618,115283
168268,198926
9068,41058
182184,115276
277048,202255
165069,238096
126269,76852
179475,179523
38466,26845
135231,172687
41266,117939
146216,75242
1472,115283
98976,10212
230284,115653
72685,115653
41082,81551
328531,89550
21889,89550
24289,6386
24289,19621
24289,2543
36690,36691
329450,279254
78271,42353
78271,43624
231746,117939
6773,3147
21098,6386
42300,25905
172699,4642
214655,117265
42205,75242
240278,109606
79505,80673
79505,66726
131909,136434
131909,131908
131909,131906
172716,117939
6484,65592
6484,19565
6484,6486
63484,59427
63484,49414
121519,5867
300055,325662
14508,49414
229521,179228
329632,78489
109055,115653
283414,54797
283414,289368
283633,306148
283462,306148
46329,18681
19852,68458
19852,25905
3530,115653
5847,72828
5847,36739
5847,72608
145938,41058
36739,8731
36739,54774
39557,10444
39557,4260
142738,255412
11754,38484
321236,94741
228742,60959
22595,112082
332325,25905
3544,80382
38346,49414
273057,245076
309981,103275
43206,264562
43206,228860
1111,1078
1111,1036
1552,1246
1552,1249
1552,1247
3891,43488
3891,15190
136298,59427
186758,324160
59959,136470
251318,291918
252122,115653
49318,89550
18620,18621
43620,49414
222610,113109
80500,49414
227920,115653
227920,37382
227920,26845
298938,19917
5167,6797
246572,80382
229970,312621
229970,230055
109571,5867
132091,62372
242774,290102
3475,3339
3475,21910
1567,1246
1567,1566
1567,1247
37976,44038
308707,41349
308707,25905
308707,308565
12942,25905
164382,266558
113434,41349
113434,25905
44384,19760
40288,109606
20385,1086
47586,89550
49188,3378
329433,308502
283337,10209
5987,4231
281493,113109
281493,115283
278225,81551
278223,81551
22390,41058
186791,64405
186791,49414
27593,89550
44747,43527
44747,109606
44747,71110
44747,50571
1209,5210
1209,1219
1703,1705
80468,115653
136906,256319
3406,90101
3406,1070
3406,20386
3406,3985
1215,1219
1215,9927
42508,79756
42508,73154
18143,5867
273321,18115
13614,26845
291027,49414
65324,50933
65324,50623
7324,103500
7324,11075
221077,78489
44825,67730
21825,68397
21825,25905
11608,11519
42424,12940
42424,42512
76859,50741
49994,43286
132039,113463
164790,307974
224859,117939
224859,25905
224859,319942
23793,76852
425,426
425,428
40428,93920
114188,25905
20433,44843
129996,217761
319579,117939
319579,25905
319579,336223
46088,47827
203134,113109
51088,25905
51088,41349
9622,3661
42681,59427
42681,49414
327012,319586
327012,304195
7130,36732
65291,179523
7787,43286
67682,70578
122238,59427
11193,115283
11193,113109
26759,26761
43652,116575
37933,37909
1583,843
1583,1576
26758,7346
59519,62349
22585,22584
335430,10209
335430,64075
129192,117939
6381,42489
1509,328532
8124,843
8124,2765
22935,10213
75728,186639
312969,279042
843,3349
843,2180
42613,1191
176683,55192
15937,89550
24306,80382
5306,5309
221828,221827
221828,59170
2572,89550
340162,195503
20412,37599
19311,7100
19311,37599
21530,39318
28530,89550
319530,25905
319530,319577
141248,70672
338084,5867
336882,273281
127258,89550
69188,20897
16616,67742
282634,293365
42399,76852
42399,43465
339251,115653
203655,247405
339265,339261
1561,115653
1561,37382
339243,305750
339243,312232
7392,26845
9109,6602
165208,25905
339271,339238
339271,312230
23309,49414
1818,115653
1818,1802
141687,334287
205110,41349
205110,25905
205110,335355
20409,1009
230070,230056
230070,230033
52658,213631
54910,115847
54910,52030
85170,25905
23693,332528
23693,320995
85073,278827
12947,89550
312230,312229
312230,309607
50058,49200
50058,49159
70778,15210
273716,287628
257603,264223
257603,213631
41080,93920
230404,336769
230404,330187
230404,327595
230404,327591
47514,112082
307836,307974
97009,115332
97009,333519
99930,330942
99930,328226
313418,339688
313418,339551
313418,338214
313418,336928
65100,56373
49654,112082
322437,336769
